pid,title,year,journal_title,audited_agent_id,field,status,severity,overall_fidelity_status,reason,classification_value,supporting_excerpt,file
S0101-33002018000200191,BRASIL ANOS 2000: A política social sob regência da financeirização,2018,Novos estudos CEBRAP,agent_a,effort_to_explore_mechanisms,contradicted_by_text,low,pass_with_warnings,"The classification says no mechanisms/channels, but mechanism/channel language appears in the body.",No Mention of Mechanisms/Channels,"compromisso desenvolvimentista de promoção de mudanças estruturais. Entretanto, desde o final dos anos 1970, em decorrência do surgimento dos mec anismos in stitucionais de correção monetária (a chamada “moeda indexada ou financeira”), já é manifesta a paulatina preferência de empresas e bancos",data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0101-33002018000200191.json
S0101-33002018000200191,BRASIL ANOS 2000: A política social sob regência da financeirização,2018,Novos estudos CEBRAP,agent_a,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"é ter o desenho das suas políticas econômicas e sociais ditado pela racionalidade do capital financeiro (Palley, 2013), com imp actos da nosos sobre o trabalho, o investimento produtivo, a economia como um todo, alcançando, inclusive, o cotidiano nosso de cada dia",data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0101-33002018000200191.json
S0101-33002018000200191,BRASIL ANOS 2000: A política social sob regência da financeirização,2018,Novos estudos CEBRAP,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"é ter o desenho das suas políticas econômicas e sociais ditado pela racionalidade do capital financeiro (Palley, 2013), com imp actos da nosos sobre o trabalho, o investimento produtivo, a economia como um todo, alcançando, inclusive, o cotidiano nosso de cada dia",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0101-33002018000200191.json
S0101-33002019000100006,REVOLUÇÕES NO CAMPO RELIGIOSO,2019,Novos estudos CEBRAP,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,fail,"The classification is false, but the body contains direct evidence for the field.",FALSE,"sua absoluta impertinência empírica. Seria igualmente absurdo atribuir a qualquer outro fator o papel de fonte de uma relação de causalidade : fome, desemprego, crises familiares, desordem moral, escolaridade precária, valorização cultural da violência. Não faz sentido, sociologicamente, declarar que há causas",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0101-33002019000100006.json
S0101-33002020000100019,CONTRIBUIÇÕES PARA A DEFINIÇÃO DOS CONCEITOS PERIFERIA E SUJEITAS E SUJEITOS PERIFÉRICOS,2020,Novos estudos CEBRAP,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"existência das classes sociais e afirmando o triunfo definitivo do capitalismo. No discurso hegemônico, não se retratavam os efeit os do n eoliberalismo sobre as classes populares. Diante desse cenário, a disseminação e o fortalecimento de periferia ocorreram por meio de uma",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0101-33002020000100019.json
S0101-33002021000300497,As caixas-pretas de Amós Oz,2021,Novos estudos CEBRAP,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,aquilo que parece um exercício de representação objetiva da realidade para um observador comum é permeado por subjetividades que irão influencia r diretamente a maneira como essas imagens serão capturadas e imobilizadas. E essas subjetividades não são percebidas por aquelas que estão,data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0101-33002021000300497.json
S0101-33002022000200231,A PARTE MALDITA: Fernando Henrique Cardoso e as histórias do marxismo no Brasil,2022,Novos estudos CEBRAP,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"do cânone, a partilha entre quem nele entra e quem dele sai, podem talvez ser entendidos mais como um e feito não intencional do que como uma arquitetura preconcebida. Haverá até mesmo, como veremos, tentativas de classificação daquele marxismo que implicam, contraditoriamente",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0101-33002022000200231.json
S0102-64452005000100007,"O 18 Brumário, política e pós-modernismo",2005,Lua Nova: Revista de Cultura e Política,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"traduziu essa imaginada ambigüidade do pensamento de Marx em um impasse: haveria ou ortodoxias dispostas a repetir o modelo causal tradic ional consagrado na ""metáfora mecânica"" da base-superestrutura ou simplesmente empirismo; nos dois casos, o que se perderia de vista seria a",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-64452005000100007.json
S0102-64452006000300005,Bobbio na história das idéias democráticas,2006,Lua Nova: Revista de Cultura e Política,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"contato com nenhuma variedade de impressões, circunstâncias ou idéias, aprende que causas remotas e acontecimentos em lugares distantes exercem uma influênci a imediata e sensível sobre seus interesses pessoais e reais; e é através da discussão política, e da ação política coletiva,",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-64452006000300005.json
S0102-64452008000300004,A revolução russa e o sistema internacional,2008,Lua Nova: Revista de Cultura e Política,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"lugar e deste dia data uma nova época na história do mundo e podereis dizer: eu estava lá"". Com e feito, a partir de então, com avanços e recuos, as energias liberadas pela Revolução inaugurarão um período de mais de duas décadas",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-64452008000300004.json
S0102-64452009000100003,As teorias dos movimentos sociais: um balanço do debate,2009,Lua Nova: Revista de Cultura e Política,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"sido afetado por dois grandes tipos de gêneros. De uma parte, formarse-iam em torno dos green problems, isto é, dos efeito s colaterais do desenvolvimento capitalista: poluição, urbanização, experiências com animais para produção de remédio etc. De outra parte, seriam reações a",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-64452009000100003.json
S0102-64452010000100004,"Memória e historicidade em dois ""comandos"" prisionais",2010,Lua Nova: Revista de Cultura e Política,agent_a,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"É que não nos importa o Eu que fala uma língua; enxergamo-lo somente como uma variável da mesma. Com efeito , quer emos apresentar duas unidades que não têm nada a ver com biografias ou trajetórias, mas antes, com memoriais de embates.",data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0102-64452010000100004.json
S0102-64452010000100004,"Memória e historicidade em dois ""comandos"" prisionais",2010,Lua Nova: Revista de Cultura e Política,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"É que não nos importa o Eu que fala uma língua; enxergamo-lo somente como uma variável da mesma. Com efeito , quer emos apresentar duas unidades que não têm nada a ver com biografias ou trajetórias, mas antes, com memoriais de embates.",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-64452010000100004.json
S0102-64452012000300007,Direitos e cidadania: reflexões sobre o direito à cidade,2012,Lua Nova: Revista de Cultura e Política,agent_b,makes_explicit_causal_claim,contradicted_by_text,medium,pass_with_warnings,"The classification is false, but the body contains direct evidence for the field.",FALSE,"das desigualdades sociais na América Latina, incluindo-se aí o padrão excludente e concentrador de riqueza da urbanização na região, cu jos efe itos gerais são bem conhecidos: segregação socioespacial, exclusão territorial e degradação urbanístico-ambiental, punindo em especial as camadas empobrecidas da sociedade.",data/processed/full_classification_pilot_v2/fidelity_checker/agent_b/S0102-64452012000300007.json
