pid,title,year,journal_title,agent_id,field,value,previous_value
S0011-52582015000200461,"Continuidade, Ruptura ou Reciclagem? Uma Análise do Programa Político do Banco Mundial após o Consenso de Washington",2015,Dados,agent_a,effort_to_explore_mechanisms,<NULL>,No Mention of Mechanisms/Channels
S0011-52582015000200461,"Continuidade, Ruptura ou Reciclagem? Uma Análise do Programa Político do Banco Mundial após o Consenso de Washington",2015,Dados,agent_b,effort_to_explore_mechanisms,<NULL>,No Mention of Mechanisms/Channels
S0011-52582015000200461,"Continuidade, Ruptura ou Reciclagem? Uma Análise do Programa Político do Banco Mundial após o Consenso de Washington",2015,Dados,agent_c,effort_to_explore_mechanisms,<NULL>,No Mention of Mechanisms/Channels
S0011-52582018000200463,O Seguro Social e a Construção da Proteção do Trabalho no Brasil,2018,Dados,agent_a,effort_to_explore_mechanisms,<NULL>,Mechanisms/Channels Mentioned With Substantial Exploration
S0011-52582018000200463,O Seguro Social e a Construção da Proteção do Trabalho no Brasil,2018,Dados,agent_b,effort_to_explore_mechanisms,<NULL>,Mechanisms/Channels Mentioned With Substantial Exploration
S0011-52582018000200463,O Seguro Social e a Construção da Proteção do Trabalho no Brasil,2018,Dados,agent_c,effort_to_explore_mechanisms,<NULL>,Mechanisms/Channels Mentioned With Substantial Exploration
S0011-52582024000400209,Entre a Desinstitucionalização e a Resiliência: Participação Institucional no Governo Bolsonaro,2024,Dados,agent_a,effort_to_explore_mechanisms,Mechanisms/Channels Mentioned With Substantial Exploration,<NULL>
S0011-52582024000400209,Entre a Desinstitucionalização e a Resiliência: Participação Institucional no Governo Bolsonaro,2024,Dados,agent_c,effort_to_explore_mechanisms,Mechanisms/Channels Mentioned With Substantial Exploration,<NULL>
S0034-73292012000300007,Dilema de escolha: a resposta chinesa à mudança climática,2012,Revista Brasileira de Política Internacional,agent_a,effort_to_explore_mechanisms,No Mention of Mechanisms/Channels,<NULL>
S0034-73292017000200207,Explaining Defense Cooperation With Process-tracing: the Brazilian Proposal for the Creation of UNASUR South American Defense Council,2017,Revista Brasileira de Política Internacional,agent_a,effort_to_explore_mechanisms,Mechanisms/Channels Mentioned With Substantial Exploration,<NULL>
S0034-73292017000200207,Explaining Defense Cooperation With Process-tracing: the Brazilian Proposal for the Creation of UNASUR South American Defense Council,2017,Revista Brasileira de Política Internacional,agent_b,effort_to_explore_mechanisms,Mechanisms/Channels Mentioned With Substantial Exploration,<NULL>
S0034-73292017000200207,Explaining Defense Cooperation With Process-tracing: the Brazilian Proposal for the Creation of UNASUR South American Defense Council,2017,Revista Brasileira de Política Internacional,agent_c,effort_to_explore_mechanisms,Mechanisms/Channels Mentioned With Substantial Exploration,<NULL>
S0034-73292021000200208,What doesn&#8217;t kill a norm makes it stronger? Brazil&#8217;s contestation of the responsibility to protect,2021,Revista Brasileira de Política Internacional,agent_a,effort_to_explore_mechanisms,Mechanisms/Channels Mentioned But Not Explored,<NULL>
S0034-73292021000200208,What doesn&#8217;t kill a norm makes it stronger? Brazil&#8217;s contestation of the responsibility to protect,2021,Revista Brasileira de Política Internacional,agent_b,effort_to_explore_mechanisms,Mechanisms/Channels Mentioned With Substantial Exploration,<NULL>
S0034-73292022000100205,The space left for regional integration (or lack thereof): Structural causes of institutional fragmentation in Latin America (1991-2019),2022,Revista Brasileira de Política Internacional,agent_a,effort_to_explore_mechanisms,No Mention of Mechanisms/Channels,Mechanisms/Channels Mentioned With Substantial Exploration
S0034-73292022000100205,The space left for regional integration (or lack thereof): Structural causes of institutional fragmentation in Latin America (1991-2019),2022,Revista Brasileira de Política Internacional,agent_c,effort_to_explore_mechanisms,<NULL>,Mechanisms/Channels Mentioned With Substantial Exploration
S0034-73292025000200604,Impact of China&#8211;Latin America Transportation Infrastructure Cooperation on Latin American Economies: A Project Data Study (2009&#8211;2023),2025,Revista Brasileira de Política Internacional,agent_a,effort_to_explore_mechanisms,Mechanisms/Channels Mentioned With Substantial Exploration,Mechanisms/Channels Mentioned But Not Explored
S0034-73292025000200604,Impact of China&#8211;Latin America Transportation Infrastructure Cooperation on Latin American Economies: A Project Data Study (2009&#8211;2023),2025,Revista Brasileira de Política Internacional,agent_b,effort_to_explore_mechanisms,Mechanisms/Channels Mentioned With Substantial Exploration,Mechanisms/Channels Mentioned But Not Explored
S0034-76122009000300003,Exames de mamografia em Mato Grosso do Sul: análise da cobertura como componente de equidade,2009,Revista de Administração Pública,agent_b,effort_to_explore_mechanisms,No Mention of Mechanisms/Channels,<NULL>
S0034-76122016000500745,A auditoria de custos e preços: eficácia nos serviços contratantes de defesa na Espanha,2016,Revista de Administração Pública,agent_c,effort_to_explore_mechanisms,Mechanisms/Channels Mentioned But Not Explored,<NULL>
S0034-76122017000500879,Determinantes para o cumprimento de prazo e preço em obras da educação: uma análise nos municípios capixabas,2017,Revista de Administração Pública,agent_a,effort_to_explore_mechanisms,No Mention of Mechanisms/Channels,<NULL>
S0034-76122017000500879,Determinantes para o cumprimento de prazo e preço em obras da educação: uma análise nos municípios capixabas,2017,Revista de Administração Pública,agent_b,effort_to_explore_mechanisms,No Mention of Mechanisms/Channels,<NULL>
S0034-76122017000500879,Determinantes para o cumprimento de prazo e preço em obras da educação: uma análise nos municípios capixabas,2017,Revista de Administração Pública,agent_c,effort_to_explore_mechanisms,Mechanisms/Channels Mentioned But Not Explored,<NULL>
S0034-76122024000200402,Fatores que aumentam o tempo do processo judicial no Brasil,2024,Revista de Administração Pública,agent_a,effort_to_explore_mechanisms,No Mention of Mechanisms/Channels,<NULL>
S0034-76122024000200402,Fatores que aumentam o tempo do processo judicial no Brasil,2024,Revista de Administração Pública,agent_b,effort_to_explore_mechanisms,Mechanisms/Channels Mentioned With Substantial Exploration,<NULL>
S0101-33002011000300004,Trabalhar para estudar: sobre a pertinência da noção de transição escola-trabalho no Brasil,2011,Novos estudos CEBRAP,agent_b,effort_to_explore_mechanisms,No Mention of Mechanisms/Channels,<NULL>
S0101-33002014000100004,Escassez de engenheiros no Brasil? uma proposta de sistematização do debate,2014,Novos estudos CEBRAP,agent_b,effort_to_explore_mechanisms,No Mention of Mechanisms/Channels,<NULL>
S0101-33002018000200191,BRASIL ANOS 2000: A política social sob regência da financeirização,2018,Novos estudos CEBRAP,agent_a,effort_to_explore_mechanisms,No Mention of Mechanisms/Channels,<NULL>
S0101-33002019000100006,REVOLUÇÕES NO CAMPO RELIGIOSO,2019,Novos estudos CEBRAP,agent_b,effort_to_explore_mechanisms,No Mention of Mechanisms/Channels,<NULL>
S0101-33002024000300409,Trabalho remunerado e de cuidados na Cidade do México: os efeitos da pandemia da Covid-19 sobre as desigualdades sociais e a convivialidade,2024,Novos estudos CEBRAP,agent_b,effort_to_explore_mechanisms,Mechanisms/Channels Mentioned With Substantial Exploration,<NULL>
S0102-64452013000100013,O STF e a agenda pública nacional: de outro desconhecido a supremo protagonista?,2013,Lua Nova: Revista de Cultura e Política,agent_b,effort_to_explore_mechanisms,No Mention of Mechanisms/Channels,<NULL>
S0102-64452015000100006,O sistema interamericano de direitos humanos e a justiça de transição no México,2015,Lua Nova: Revista de Cultura e Política,agent_a,effort_to_explore_mechanisms,<NULL>,Mechanisms/Channels Mentioned With Substantial Exploration
S0102-64452015000100006,O sistema interamericano de direitos humanos e a justiça de transição no México,2015,Lua Nova: Revista de Cultura e Política,agent_c,effort_to_explore_mechanisms,<NULL>,Mechanisms/Channels Mentioned With Substantial Exploration
S0102-64452018000300003,"AS ORIGENS MOVIMENTISTAS DE POLÍTICAS PÚBLICAS: PROPOSTA ANALÍTICA APLICADA ÀS ÁREAS DE CRIANÇA E ADOLESCENTE, DIREITOS HUMANOS E SAÚDE",2018,Lua Nova: Revista de Cultura e Política,agent_a,effort_to_explore_mechanisms,No Mention of Mechanisms/Channels,<NULL>
S0102-64452018000300003,"AS ORIGENS MOVIMENTISTAS DE POLÍTICAS PÚBLICAS: PROPOSTA ANALÍTICA APLICADA ÀS ÁREAS DE CRIANÇA E ADOLESCENTE, DIREITOS HUMANOS E SAÚDE",2018,Lua Nova: Revista de Cultura e Política,agent_b,effort_to_explore_mechanisms,Mechanisms/Channels Mentioned With Substantial Exploration,<NULL>
S0102-64452018000300003,"AS ORIGENS MOVIMENTISTAS DE POLÍTICAS PÚBLICAS: PROPOSTA ANALÍTICA APLICADA ÀS ÁREAS DE CRIANÇA E ADOLESCENTE, DIREITOS HUMANOS E SAÚDE",2018,Lua Nova: Revista de Cultura e Política,agent_c,effort_to_explore_mechanisms,Mechanisms/Channels Mentioned With Substantial Exploration,<NULL>
S0102-64452018000300005,GÊNESE DA RELAÇÃO DE PARCERIA ENTRE INCRA E MOVIMENTOS SOCIAIS COMO MODELO PARA IMPLEMENTAÇÃO DE POLÍTICAS DE REFORMA AGRÁRIA,2018,Lua Nova: Revista de Cultura e Política,agent_a,effort_to_explore_mechanisms,No Mention of Mechanisms/Channels,<NULL>
S0102-64452018000300005,GÊNESE DA RELAÇÃO DE PARCERIA ENTRE INCRA E MOVIMENTOS SOCIAIS COMO MODELO PARA IMPLEMENTAÇÃO DE POLÍTICAS DE REFORMA AGRÁRIA,2018,Lua Nova: Revista de Cultura e Política,agent_b,effort_to_explore_mechanisms,Mechanisms/Channels Mentioned With Substantial Exploration,<NULL>
S0102-64452018000300005,GÊNESE DA RELAÇÃO DE PARCERIA ENTRE INCRA E MOVIMENTOS SOCIAIS COMO MODELO PARA IMPLEMENTAÇÃO DE POLÍTICAS DE REFORMA AGRÁRIA,2018,Lua Nova: Revista de Cultura e Política,agent_c,effort_to_explore_mechanisms,Mechanisms/Channels Mentioned With Substantial Exploration,<NULL>
S0102-64452020000200099,A DIVERSIDADE DE AGENTES E AGENDAS NA SOCIOLOGIA DA EDUCAÇÃO NO BRASIL,2020,Lua Nova: Revista de Cultura e Política,agent_b,effort_to_explore_mechanisms,No Mention of Mechanisms/Channels,<NULL>
S0102-69092018000300507,O OVO E A GALINHA. Estudo do enquadramento e da recepção da cobertura jornalística no pleito de 2014,2018,Revista Brasileira de Ciências Sociais,agent_a,effort_to_explore_mechanisms,No Mention of Mechanisms/Channels,Mechanisms/Channels Mentioned But Not Explored
S0102-69092018000300507,O OVO E A GALINHA. Estudo do enquadramento e da recepção da cobertura jornalística no pleito de 2014,2018,Revista Brasileira de Ciências Sociais,agent_b,effort_to_explore_mechanisms,No Mention of Mechanisms/Channels,Mechanisms/Channels Mentioned But Not Explored
S0102-69092019000200505,CLASSE SOCIAL E ALIMENTAÇÃO: PADRÕES DE CONSUMO ALIMENTAR NO BRASIL CONTEMPORÂNEO,2019,Revista Brasileira de Ciências Sociais,agent_b,effort_to_explore_mechanisms,No Mention of Mechanisms/Channels,<NULL>
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_a,effort_to_explore_mechanisms,No Mention of Mechanisms/Channels,<NULL>
S0102-69092019000300509,EXISTEM PREFERÊNCIAS DE SEXO NO BRASIL?,2019,Revista Brasileira de Ciências Sociais,agent_b,effort_to_explore_mechanisms,No Mention of Mechanisms/Channels,<NULL>
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,agent_a,effort_to_explore_mechanisms,No Mention of Mechanisms/Channels,Mechanisms/Channels Mentioned But Not Explored
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,agent_b,effort_to_explore_mechanisms,No Mention of Mechanisms/Channels,Mechanisms/Channels Mentioned But Not Explored
S0102-69092024000100506,Determinantes da equidade na implementação da Política Nacional de Assistência Social,2024,Revista Brasileira de Ciências Sociais,agent_c,effort_to_explore_mechanisms,<NULL>,Mechanisms/Channels Mentioned But Not Explored
S0102-69092025000100509,Negligência ou Genocídio? A crise humanitária na Terra Indígena Yanomami no Brasil,2025,Revista Brasileira de Ciências Sociais,agent_a,effort_to_explore_mechanisms,Mechanisms/Channels Mentioned With Substantial Exploration,<NULL>
S0102-69092025000100509,Negligência ou Genocídio? A crise humanitária na Terra Indígena Yanomami no Brasil,2025,Revista Brasileira de Ciências Sociais,agent_b,effort_to_explore_mechanisms,Mechanisms/Channels Mentioned With Substantial Exploration,<NULL>
S0102-85292005000100003,O novo regionalismo econômico asiático,2005,Contexto Internacional,agent_a,effort_to_explore_mechanisms,<NULL>,Mechanisms/Channels Mentioned But Not Explored
S0102-85292005000100003,O novo regionalismo econômico asiático,2005,Contexto Internacional,agent_b,effort_to_explore_mechanisms,<NULL>,Mechanisms/Channels Mentioned But Not Explored
S0102-85292005000100003,O novo regionalismo econômico asiático,2005,Contexto Internacional,agent_c,effort_to_explore_mechanisms,<NULL>,Mechanisms/Channels Mentioned But Not Explored
S0102-85292006000100007,O local e o global na estrutura da política ambiental internacional: a construção social do acidente químico ampliado de Bhopal e da Convenção 174 da OIT,2006,Contexto Internacional,agent_a,effort_to_explore_mechanisms,No Mention of Mechanisms/Channels,Mechanisms/Channels Mentioned With Substantial Exploration
S0102-85292006000100007,O local e o global na estrutura da política ambiental internacional: a construção social do acidente químico ampliado de Bhopal e da Convenção 174 da OIT,2006,Contexto Internacional,agent_b,effort_to_explore_mechanisms,<NULL>,Mechanisms/Channels Mentioned With Substantial Exploration
S0102-85292006000100007,O local e o global na estrutura da política ambiental internacional: a construção social do acidente químico ampliado de Bhopal e da Convenção 174 da OIT,2006,Contexto Internacional,agent_c,effort_to_explore_mechanisms,<NULL>,Mechanisms/Channels Mentioned With Substantial Exploration
