pid,audited_agent_id,field,status,severity,reason,supporting_excerpt,classification_value,overall_fidelity_status,file
S0104-44782017000100051,agent_a,paper_uses_survey_data,supported_by_text,none,No own-analysis survey/questionnaire/opinion-poll evidence was found; contextual or qualitative-interview mentions are not counted.,,no_survey_data,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782017000100051.json
S0104-44782017000100051,agent_a,uses_original_dataset,supported_by_text,none,The classification makes no original-dataset claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782017000100051.json
S0104-44782017000100051,agent_a,main_causal_research_design,supported_by_text,none,The classification makes no causal-research-design claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782017000100051.json
S0104-44782017000100051,agent_a,makes_explicit_causal_claim,contradicted_by_text,medium,"The classification is false, but the body contains direct evidence for the field.","planejamento urbano – feito com base em indicadores e estudos, cruciais para o diagnóstico, o monitoramento e a análise d o efei to das ações – aproveitou o desenho das atividades de Barcelona para os Jogos Olímpicos de 1992 para situá-las em",FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782017000100051.json
S0104-44782017000100051,agent_a,makes_implicit_causal_claim,supported_by_text,none,The classification does not claim implicit causal language.,,FALSE,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782017000100051.json
S0104-44782017000100051,agent_a,statement_of_identification_assumptions,supported_by_text,none,The classification makes no determinate identification-assumption claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782017000100051.json
S0104-44782017000100051,agent_a,statement_of_identification_assumptions_quote,supported_by_text,none,The classification makes no quotation claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782017000100051.json
S0104-44782017000100051,agent_a,specifies_estimate_equations,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782017000100051.json
S0104-44782017000100051,agent_a,effort_to_explore_mechanisms,supported_by_text,none,The classification makes no mechanism-effort claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782017000100051.json
S0104-44782017000100051,agent_a,claims_any_statistically_significant_results,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782017000100051.json
S0104-44782017000100051,agent_a,references_power_analysis,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782017000100051.json
S0104-44782017000100051,agent_a,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782017000100051.json
S0104-44782018000200031,agent_a,sample_size,supported_by_text,none,The classification makes no sample-size claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782018000200031.json
S0104-44782018000200031,agent_a,sample_size_quote,supported_by_text,none,The classification makes no sample-size quotation claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782018000200031.json
S0104-44782018000200031,agent_a,independent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782018000200031.json
S0104-44782018000200031,agent_a,dependent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782018000200031.json
S0104-44782018000200031,agent_a,main_variable_relationship,supported_by_text,none,The classification makes no specific IV-DV relationship claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782018000200031.json
S0104-44782018000200031,agent_a,paper_uses_survey_data,supported_by_text,none,No own-analysis survey/questionnaire/opinion-poll evidence was found; contextual or qualitative-interview mentions are not counted.,,no_survey_data,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782018000200031.json
S0104-44782018000200031,agent_a,uses_original_dataset,supported_by_text,none,The classification makes no original-dataset claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782018000200031.json
S0104-44782018000200031,agent_a,main_causal_research_design,supported_by_text,none,The classification makes no causal-research-design claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782018000200031.json
S0104-44782018000200031,agent_a,makes_explicit_causal_claim,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782018000200031.json
S0104-44782018000200031,agent_a,makes_implicit_causal_claim,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782018000200031.json
S0104-44782018000200031,agent_a,statement_of_identification_assumptions,supported_by_text,none,The classification makes no determinate identification-assumption claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782018000200031.json
S0104-44782018000200031,agent_a,statement_of_identification_assumptions_quote,supported_by_text,none,The classification makes no quotation claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782018000200031.json
S0104-44782018000200031,agent_a,specifies_estimate_equations,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782018000200031.json
S0104-44782018000200031,agent_a,effort_to_explore_mechanisms,supported_by_text,none,The classification makes no mechanism-effort claim.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782018000200031.json
S0104-44782018000200031,agent_a,claims_any_statistically_significant_results,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782018000200031.json
S0104-44782018000200031,agent_a,references_power_analysis,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782018000200031.json
S0104-44782018000200031,agent_a,mentions_pre_registered_design_and_analysis_plan,supported_by_text,none,The classification makes no determinate factual claim for this field.,,<NULL>,pass,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782018000200031.json
S0104-44782019000200209,agent_a,sample_size,supported_by_text,none,The classification makes no sample-size claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782019000200209.json
S0104-44782019000200209,agent_a,sample_size_quote,supported_by_text,none,The classification makes no sample-size quotation claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782019000200209.json
S0104-44782019000200209,agent_a,independent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782019000200209.json
S0104-44782019000200209,agent_a,dependent_variables,supported_by_text,none,The classification makes no specific variable-list claim for this field.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782019000200209.json
S0104-44782019000200209,agent_a,main_variable_relationship,supported_by_text,none,The classification makes no specific IV-DV relationship claim.,,<NULL>,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782019000200209.json
S0104-44782019000200209,agent_a,paper_uses_survey_data,supported_by_text,none,No own-analysis survey/questionnaire/opinion-poll evidence was found; contextual or qualitative-interview mentions are not counted.,,no_survey_data,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782019000200209.json
S0104-44782019000200209,agent_a,uses_original_dataset,supported_by_text,none,"The body contains evidence of data collection, construction, systematization, field interviews, or sourced dataset assembly compatible with the classified category.","la organización y representaran diversas formas de inserción y/o participación en los diferentes espacios que conformaban la juventud partidaria. Los entrevistado s tenían, cuando conversamos con ellos, entre 24 y 30 años. A excepción de uno, que ingresó al partido en 2003,",field_study,pass_with_warnings,data/processed/full_classification_pilot_v2/fidelity_checker/agent_a/S0104-44782019000200209.json
